Sensore,Data,Temperatura
S1,2021-04-27,45
S2,2021-04-27,38
S3,2021-04-27,16
S4,2021-04-27,23
S5,2021-04-27,62
S6,2021-04-27,55
S7,2021-04-27,11
S8,2021-04-27,20
S9,2021-04-27,16
S10,2021-04-27,22
S11,2021-04-27,61
S12,2021-04-27,16
S13,2021-04-27,63
S14,2021-04-27,36
S15,2021-04-27,21
S1,2021-04-28,51
S2,2021-04-28,35
S3,2021-04-28,33
S4,2021-04-28,13
S5,2021-04-28,38
S6,2021-04-28,40
S7,2021-04-28,25
S8,2021-04-28,31
S9,2021-04-28,50
S10,2021-04-28,12
S11,2021-04-28,10
S12,2021-04-28,18
S13,2021-04-28,41
S14,2021-04-28,53
S15,2021-04-28,57
S1,2021-04-29,17
S2,2021-04-29,60
S3,2021-04-29,61
S4,2021-04-29,46
S5,2021-04-29,54
S6,2021-04-29,58
S7,2021-04-29,34
S8,2021-04-29,15
S9,2021-04-29,20
S10,2021-04-29,55
S11,2021-04-29,18
S12,2021-04-29,51
S13,2021-04-29,14
S14,2021-04-29,19
S15,2021-04-29,24
S1,2021-04-30,53
S2,2021-04-30,16
S3,2021-04-30,62
S4,2021-04-30,15
S5,2021-04-30,64
S6,2021-04-30,55
S7,2021-04-30,49
S8,2021-04-30,26
S9,2021-04-30,61
S10,2021-04-30,64
S11,2021-04-30,29
S12,2021-04-30,16
S13,2021-04-30,31
S14,2021-04-30,20
S15,2021-04-30,61
S1,2021-05-01,46
S2,2021-05-01,34
S3,2021-05-01,31
S4,2021-05-01,23
S5,2021-05-01,15
S6,2021-05-01,10
S7,2021-05-01,20
S8,2021-05-01,26
S9,2021-05-01,47
S10,2021-05-01,27
S11,2021-05-01,27
S12,2021-05-01,30
S13,2021-05-01,22
S14,2021-05-01,23
S15,2021-05-01,29
S1,2021-05-02,54
S2,2021-05-02,21
S3,2021-05-02,22
S4,2021-05-02,36
S5,2021-05-02,24
S6,2021-05-02,59
S7,2021-05-02,20
S8,2021-05-02,36
S9,2021-05-02,54
S10,2021-05-02,11
S11,2021-05-02,33
S12,2021-05-02,44
S13,2021-05-02,64
S14,2021-05-02,47
S15,2021-05-02,34
S1,2021-05-03,52
S2,2021-05-03,13
S3,2021-05-03,59
S4,2021-05-03,23
S5,2021-05-03,18
S6,2021-05-03,48
S7,2021-05-03,30
S8,2021-05-03,55
S9,2021-05-03,14
S10,2021-05-03,23
S11,2021-05-03,43
S12,2021-05-03,54
S13,2021-05-03,25
S14,2021-05-03,52
S15,2021-05-03,47
S1,2021-05-04,35
S2,2021-05-04,36
S3,2021-05-04,12
S4,2021-05-04,41
S5,2021-05-04,20
S6,2021-05-04,18
S7,2021-05-04,59
S8,2021-05-04,59
S9,2021-05-04,61
S10,2021-05-04,12
S11,2021-05-04,36
S12,2021-05-04,63
S13,2021-05-04,42
S14,2021-05-04,22
S15,2021-05-04,46
S1,2021-05-05,31
S2,2021-05-05,20
S3,2021-05-05,43
S4,2021-05-05,22
S5,2021-05-05,40
S6,2021-05-05,23
S7,2021-05-05,35
S8,2021-05-05,64
S9,2021-05-05,14
S10,2021-05-05,45
S11,2021-05-05,34
S12,2021-05-05,30
S13,2021-05-05,17
S14,2021-05-05,22
S15,2021-05-05,46
S1,2021-05-06,14
S2,2021-05-06,59
S3,2021-05-06,48
S4,2021-05-06,17
S5,2021-05-06,40
S6,2021-05-06,62
S7,2021-05-06,41
S8,2021-05-06,33
S9,2021-05-06,37
S10,2021-05-06,25
S11,2021-05-06,57
S12,2021-05-06,18
S13,2021-05-06,62
S14,2021-05-06,21
S15,2021-05-06,46
S1,2021-05-07,49
S2,2021-05-07,52
S3,2021-05-07,42
S4,2021-05-07,33
S5,2021-05-07,56
S6,2021-05-07,32
S7,2021-05-07,21
S8,2021-05-07,12
S9,2021-05-07,21
S10,2021-05-07,33
S11,2021-05-07,64
S12,2021-05-07,37
S13,2021-05-07,62
S14,2021-05-07,60
S15,2021-05-07,51
S1,2021-05-08,52
S2,2021-05-08,51
S3,2021-05-08,46
S4,2021-05-08,24
S5,2021-05-08,62
S6,2021-05-08,41
S7,2021-05-08,25
S8,2021-05-08,34
S9,2021-05-08,47
S10,2021-05-08,49
S11,2021-05-08,55
S12,2021-05-08,52
S13,2021-05-08,15
S14,2021-05-08,62
S15,2021-05-08,48
S1,2021-05-09,14
S2,2021-05-09,38
S3,2021-05-09,52
S4,2021-05-09,33
S5,2021-05-09,61
S6,2021-05-09,46
S7,2021-05-09,53
S8,2021-05-09,49
S9,2021-05-09,30
S10,2021-05-09,23
S11,2021-05-09,58
S12,2021-05-09,57
S13,2021-05-09,36
S14,2021-05-09,49
S15,2021-05-09,40
S1,2021-05-10,35
S2,2021-05-10,43
S3,2021-05-10,37
S4,2021-05-10,51
S5,2021-05-10,37
S6,2021-05-10,15
S7,2021-05-10,37
S8,2021-05-10,47
S9,2021-05-10,23
S10,2021-05-10,15
S11,2021-05-10,34
S12,2021-05-10,28
S13,2021-05-10,59
S14,2021-05-10,48
S15,2021-05-10,11
S1,2021-05-11,45
S2,2021-05-11,15
S3,2021-05-11,15
S4,2021-05-11,38
S5,2021-05-11,28
S6,2021-05-11,36
S7,2021-05-11,49
S8,2021-05-11,39
S9,2021-05-11,64
S10,2021-05-11,14
S11,2021-05-11,64
S12,2021-05-11,12
S13,2021-05-11,25
S14,2021-05-11,11
S15,2021-05-11,14
S1,2021-05-12,49
S2,2021-05-12,53
S3,2021-05-12,50
S4,2021-05-12,17
S5,2021-05-12,23
S6,2021-05-12,22
S7,2021-05-12,24
S8,2021-05-12,29
S9,2021-05-12,34
S10,2021-05-12,42
S11,2021-05-12,42
S12,2021-05-12,55
S13,2021-05-12,38
S14,2021-05-12,27
S15,2021-05-12,36
S1,2021-05-13,28
S2,2021-05-13,58
S3,2021-05-13,10
S4,2021-05-13,29
S5,2021-05-13,43
S6,2021-05-13,52
S7,2021-05-13,51
S8,2021-05-13,62
S9,2021-05-13,30
S10,2021-05-13,13
S11,2021-05-13,50
S12,2021-05-13,13
S13,2021-05-13,38
S14,2021-05-13,46
S15,2021-05-13,38
S1,2021-05-14,13
S2,2021-05-14,21
S3,2021-05-14,46
S4,2021-05-14,19
S5,2021-05-14,31
S6,2021-05-14,45
S7,2021-05-14,42
S8,2021-05-14,52
S9,2021-05-14,35
S10,2021-05-14,54
S11,2021-05-14,30
S12,2021-05-14,51
S13,2021-05-14,46
S14,2021-05-14,61
S15,2021-05-14,51
S1,2021-05-15,46
S2,2021-05-15,21
S3,2021-05-15,21
S4,2021-05-15,37
S5,2021-05-15,51
S6,2021-05-15,16
S7,2021-05-15,11
S8,2021-05-15,61
S9,2021-05-15,32
S10,2021-05-15,26
S11,2021-05-15,62
S12,2021-05-15,56
S13,2021-05-15,30
S14,2021-05-15,13
S15,2021-05-15,37
S1,2021-05-16,18
S2,2021-05-16,51
S3,2021-05-16,47
S4,2021-05-16,61
S5,2021-05-16,39
S6,2021-05-16,31
S7,2021-05-16,18
S8,2021-05-16,29
S9,2021-05-16,61
S10,2021-05-16,56
S11,2021-05-16,50
S12,2021-05-16,15
S13,2021-05-16,40
S14,2021-05-16,39
S15,2021-05-16,22
S1,2021-05-17,11
S2,2021-05-17,15
S3,2021-05-17,11
S4,2021-05-17,43
S5,2021-05-17,32
S6,2021-05-17,39
S7,2021-05-17,56
S8,2021-05-17,10
S9,2021-05-17,59
S10,2021-05-17,31
S11,2021-05-17,11
S12,2021-05-17,24
S13,2021-05-17,23
S14,2021-05-17,57
S15,2021-05-17,33
S1,2021-05-18,54
S2,2021-05-18,22
S3,2021-05-18,48
S4,2021-05-18,62
S5,2021-05-18,46
S6,2021-05-18,44
S7,2021-05-18,13
S8,2021-05-18,50
S9,2021-05-18,32
S10,2021-05-18,30
S11,2021-05-18,37
S12,2021-05-18,56
S13,2021-05-18,24
S14,2021-05-18,46
S15,2021-05-18,11
S1,2021-05-19,10
S2,2021-05-19,36
S3,2021-05-19,31
S4,2021-05-19,20
S5,2021-05-19,25
S6,2021-05-19,57
S7,2021-05-19,54
S8,2021-05-19,51
S9,2021-05-19,46
S10,2021-05-19,63
S11,2021-05-19,26
S12,2021-05-19,51
S13,2021-05-19,53
S14,2021-05-19,39
S15,2021-05-19,37
S1,2021-05-20,16
S2,2021-05-20,59
S3,2021-05-20,36
S4,2021-05-20,38
S5,2021-05-20,11
S6,2021-05-20,38
S7,2021-05-20,31
S8,2021-05-20,43
S9,2021-05-20,58
S10,2021-05-20,43
S11,2021-05-20,62
S12,2021-05-20,29
S13,2021-05-20,44
S14,2021-05-20,23
S15,2021-05-20,59
S1,2021-05-21,47
S2,2021-05-21,41
S3,2021-05-21,28
S4,2021-05-21,58
S5,2021-05-21,30
S6,2021-05-21,40
S7,2021-05-21,57
S8,2021-05-21,13
S9,2021-05-21,41
S10,2021-05-21,41
S11,2021-05-21,64
S12,2021-05-21,35
S13,2021-05-21,12
S14,2021-05-21,63
S15,2021-05-21,29
S1,2021-05-22,57
S2,2021-05-22,25
S3,2021-05-22,20
S4,2021-05-22,59
S5,2021-05-22,24
S6,2021-05-22,43
S7,2021-05-22,30
S8,2021-05-22,51
S9,2021-05-22,44
S10,2021-05-22,38
S11,2021-05-22,44
S12,2021-05-22,58
S13,2021-05-22,38
S14,2021-05-22,41
S15,2021-05-22,27
S1,2021-05-23,37
S2,2021-05-23,20
S3,2021-05-23,38
S4,2021-05-23,51
S5,2021-05-23,25
S6,2021-05-23,49
S7,2021-05-23,32
S8,2021-05-23,59
S9,2021-05-23,18
S10,2021-05-23,62
S11,2021-05-23,23
S12,2021-05-23,55
S13,2021-05-23,59
S14,2021-05-23,62
S15,2021-05-23,12
S1,2021-05-24,12
S2,2021-05-24,28
S3,2021-05-24,44
S4,2021-05-24,38
S5,2021-05-24,50
S6,2021-05-24,47
S7,2021-05-24,18
S8,2021-05-24,49
S9,2021-05-24,64
S10,2021-05-24,26
S11,2021-05-24,27
S12,2021-05-24,55
S13,2021-05-24,48
S14,2021-05-24,29
S15,2021-05-24,51
S1,2021-05-25,47
S2,2021-05-25,29
S3,2021-05-25,36
S4,2021-05-25,24
S5,2021-05-25,13
S6,2021-05-25,54
S7,2021-05-25,61
S8,2021-05-25,26
S9,2021-05-25,48
S10,2021-05-25,45
S11,2021-05-25,34
S12,2021-05-25,30
S13,2021-05-25,11
S14,2021-05-25,62
S15,2021-05-25,10
S1,2021-05-26,52
S2,2021-05-26,35
S3,2021-05-26,54
S4,2021-05-26,42
S5,2021-05-26,35
S6,2021-05-26,25
S7,2021-05-26,24
S8,2021-05-26,10
S9,2021-05-26,56
S10,2021-05-26,45
S11,2021-05-26,28
S12,2021-05-26,35
S13,2021-05-26,39
S14,2021-05-26,34
S15,2021-05-26,62
S1,2021-05-27,59
S2,2021-05-27,48
S3,2021-05-27,39
S4,2021-05-27,32
S5,2021-05-27,25
S6,2021-05-27,59
S7,2021-05-27,28
S8,2021-05-27,45
S9,2021-05-27,58
S10,2021-05-27,22
S11,2021-05-27,16
S12,2021-05-27,12
S13,2021-05-27,60
S14,2021-05-27,58
S15,2021-05-27,25
S1,2021-05-28,27
S2,2021-05-28,16
S3,2021-05-28,51
S4,2021-05-28,63
S5,2021-05-28,39
S6,2021-05-28,57
S7,2021-05-28,11
S8,2021-05-28,16
S9,2021-05-28,59
S10,2021-05-28,35
S11,2021-05-28,32
S12,2021-05-28,29
S13,2021-05-28,45
S14,2021-05-28,43
S15,2021-05-28,49
S1,2021-05-29,28
S2,2021-05-29,32
S3,2021-05-29,56
S4,2021-05-29,50
S5,2021-05-29,51
S6,2021-05-29,50
S7,2021-05-29,55
S8,2021-05-29,44
S9,2021-05-29,47
S10,2021-05-29,16
S11,2021-05-29,33
S12,2021-05-29,54
S13,2021-05-29,60
S14,2021-05-29,29
S15,2021-05-29,29
S1,2021-05-30,22
S2,2021-05-30,28
S3,2021-05-30,16
S4,2021-05-30,40
S5,2021-05-30,28
S6,2021-05-30,21
S7,2021-05-30,49
S8,2021-05-30,40
S9,2021-05-30,60
S10,2021-05-30,15
S11,2021-05-30,58
S12,2021-05-30,42
S13,2021-05-30,45
S14,2021-05-30,61
S15,2021-05-30,57
S1,2021-05-31,40
S2,2021-05-31,47
S3,2021-05-31,11
S4,2021-05-31,18
S5,2021-05-31,59
S6,2021-05-31,48
S7,2021-05-31,21
S8,2021-05-31,20
S9,2021-05-31,17
S10,2021-05-31,39
S11,2021-05-31,36
S12,2021-05-31,37
S13,2021-05-31,13
S14,2021-05-31,57
S15,2021-05-31,16
S1,2021-06-01,12
S2,2021-06-01,15
S3,2021-06-01,51
S4,2021-06-01,39
S5,2021-06-01,23
S6,2021-06-01,14
S7,2021-06-01,22
S8,2021-06-01,15
S9,2021-06-01,25
S10,2021-06-01,37
S11,2021-06-01,43
S12,2021-06-01,56
S13,2021-06-01,60
S14,2021-06-01,44
S15,2021-06-01,57
S1,2021-06-02,18
S2,2021-06-02,20
S3,2021-06-02,47
S4,2021-06-02,55
S5,2021-06-02,40
S6,2021-06-02,50
S7,2021-06-02,53
S8,2021-06-02,51
S9,2021-06-02,35
S10,2021-06-02,45
S11,2021-06-02,10
S12,2021-06-02,18
S13,2021-06-02,64
S14,2021-06-02,10
S15,2021-06-02,56
S1,2021-06-03,49
S2,2021-06-03,45
S3,2021-06-03,48
S4,2021-06-03,54
S5,2021-06-03,13
S6,2021-06-03,52
S7,2021-06-03,56
S8,2021-06-03,15
S9,2021-06-03,48
S10,2021-06-03,52
S11,2021-06-03,27
S12,2021-06-03,42
S13,2021-06-03,50
S14,2021-06-03,46
S15,2021-06-03,25
S1,2021-06-04,57
S2,2021-06-04,25
S3,2021-06-04,40
S4,2021-06-04,24
S5,2021-06-04,31
S6,2021-06-04,25
S7,2021-06-04,54
S8,2021-06-04,23
S9,2021-06-04,26
S10,2021-06-04,30
S11,2021-06-04,23
S12,2021-06-04,28
S13,2021-06-04,26
S14,2021-06-04,59
S15,2021-06-04,22
S1,2021-06-05,61
S2,2021-06-05,23
S3,2021-06-05,15
S4,2021-06-05,33
S5,2021-06-05,53
S6,2021-06-05,63
S7,2021-06-05,18
S8,2021-06-05,16
S9,2021-06-05,40
S10,2021-06-05,15
S11,2021-06-05,26
S12,2021-06-05,15
S13,2021-06-05,64
S14,2021-06-05,13
S15,2021-06-05,22
S1,2021-06-06,18
S2,2021-06-06,12
S3,2021-06-06,15
S4,2021-06-06,19
S5,2021-06-06,53
S6,2021-06-06,49
S7,2021-06-06,42
S8,2021-06-06,49
S9,2021-06-06,43
S10,2021-06-06,41
S11,2021-06-06,59
S12,2021-06-06,32
S13,2021-06-06,31
S14,2021-06-06,33
S15,2021-06-06,54
S1,2021-06-07,34
S2,2021-06-07,40
S3,2021-06-07,21
S4,2021-06-07,35
S5,2021-06-07,56
S6,2021-06-07,14
S7,2021-06-07,36
S8,2021-06-07,27
S9,2021-06-07,57
S10,2021-06-07,27
S11,2021-06-07,48
S12,2021-06-07,19
S13,2021-06-07,64
S14,2021-06-07,19
S15,2021-06-07,14
S1,2021-06-08,20
S2,2021-06-08,55
S3,2021-06-08,19
S4,2021-06-08,13
S5,2021-06-08,22
S6,2021-06-08,21
S7,2021-06-08,22
S8,2021-06-08,16
S9,2021-06-08,15
S10,2021-06-08,38
S11,2021-06-08,28
S12,2021-06-08,38
S13,2021-06-08,37
S14,2021-06-08,57
S15,2021-06-08,58
S1,2021-06-09,40
S2,2021-06-09,51
S3,2021-06-09,48
S4,2021-06-09,51
S5,2021-06-09,45
S6,2021-06-09,51
S7,2021-06-09,58
S8,2021-06-09,38
S9,2021-06-09,21
S10,2021-06-09,18
S11,2021-06-09,46
S12,2021-06-09,50
S13,2021-06-09,22
S14,2021-06-09,57
S15,2021-06-09,14
S1,2021-06-10,40
S2,2021-06-10,43
S3,2021-06-10,40
S4,2021-06-10,38
S5,2021-06-10,30
S6,2021-06-10,14
S7,2021-06-10,22
S8,2021-06-10,27
S9,2021-06-10,20
S10,2021-06-10,43
S11,2021-06-10,21
S12,2021-06-10,34
S13,2021-06-10,15
S14,2021-06-10,62
S15,2021-06-10,38
S1,2021-06-11,41
S2,2021-06-11,64
S3,2021-06-11,34
S4,2021-06-11,64
S5,2021-06-11,51
S6,2021-06-11,62
S7,2021-06-11,35
S8,2021-06-11,23
S9,2021-06-11,38
S10,2021-06-11,28
S11,2021-06-11,27
S12,2021-06-11,26
S13,2021-06-11,63
S14,2021-06-11,60
S15,2021-06-11,41
S1,2021-06-12,36
S2,2021-06-12,10
S3,2021-06-12,23
S4,2021-06-12,10
S5,2021-06-12,62
S6,2021-06-12,49
S7,2021-06-12,62
S8,2021-06-12,63
S9,2021-06-12,37
S10,2021-06-12,54
S11,2021-06-12,27
S12,2021-06-12,34
S13,2021-06-12,38
S14,2021-06-12,17
S15,2021-06-12,34
S1,2021-06-13,27
S2,2021-06-13,52
S3,2021-06-13,41
S4,2021-06-13,48
S5,2021-06-13,41
S6,2021-06-13,47
S7,2021-06-13,26
S8,2021-06-13,23
S9,2021-06-13,15
S10,2021-06-13,17
S11,2021-06-13,14
S12,2021-06-13,29
S13,2021-06-13,11
S14,2021-06-13,20
S15,2021-06-13,13
S1,2021-06-14,52
S2,2021-06-14,24
S3,2021-06-14,31
S4,2021-06-14,44
S5,2021-06-14,16
S6,2021-06-14,21
S7,2021-06-14,20
S8,2021-06-14,15
S9,2021-06-14,10
S10,2021-06-14,53
S11,2021-06-14,43
S12,2021-06-14,10
S13,2021-06-14,61
S14,2021-06-14,19
S15,2021-06-14,34
S1,2021-06-15,37
S2,2021-06-15,62
S3,2021-06-15,15
S4,2021-06-15,14
S5,2021-06-15,10
S6,2021-06-15,39
S7,2021-06-15,50
S8,2021-06-15,25
S9,2021-06-15,29
S10,2021-06-15,59
S11,2021-06-15,20
S12,2021-06-15,51
S13,2021-06-15,18
S14,2021-06-15,57
S15,2021-06-15,57
S1,2021-06-16,29
S2,2021-06-16,61
S3,2021-06-16,52
S4,2021-06-16,34
S5,2021-06-16,12
S6,2021-06-16,13
S7,2021-06-16,12
S8,2021-06-16,58
S9,2021-06-16,11
S10,2021-06-16,22
S11,2021-06-16,17
S12,2021-06-16,47
S13,2021-06-16,41
S14,2021-06-16,59
S15,2021-06-16,63
S1,2021-06-17,46
S2,2021-06-17,29
S3,2021-06-17,14
S4,2021-06-17,46
S5,2021-06-17,44
S6,2021-06-17,17
S7,2021-06-17,24
S8,2021-06-17,61
S9,2021-06-17,20
S10,2021-06-17,39
S11,2021-06-17,12
S12,2021-06-17,64
S13,2021-06-17,12
S14,2021-06-17,50
S15,2021-06-17,61
S1,2021-06-18,34
S2,2021-06-18,12
S3,2021-06-18,22
S4,2021-06-18,17
S5,2021-06-18,33
S6,2021-06-18,47
S7,2021-06-18,22
S8,2021-06-18,36
S9,2021-06-18,17
S10,2021-06-18,30
S11,2021-06-18,35
S12,2021-06-18,13
S13,2021-06-18,14
S14,2021-06-18,57
S15,2021-06-18,57
S1,2021-06-19,56
S2,2021-06-19,18
S3,2021-06-19,30
S4,2021-06-19,31
S5,2021-06-19,22
S6,2021-06-19,55
S7,2021-06-19,47
S8,2021-06-19,36
S9,2021-06-19,23
S10,2021-06-19,50
S11,2021-06-19,15
S12,2021-06-19,64
S13,2021-06-19,42
S14,2021-06-19,60
S15,2021-06-19,10
S1,2021-06-20,14
S2,2021-06-20,64
S3,2021-06-20,18
S4,2021-06-20,14
S5,2021-06-20,52
S6,2021-06-20,15
S7,2021-06-20,35
S8,2021-06-20,33
S9,2021-06-20,35
S10,2021-06-20,26
S11,2021-06-20,33
S12,2021-06-20,57
S13,2021-06-20,61
S14,2021-06-20,25
S15,2021-06-20,19
S1,2021-06-21,13
S2,2021-06-21,19
S3,2021-06-21,14
S4,2021-06-21,27
S5,2021-06-21,47
S6,2021-06-21,58
S7,2021-06-21,43
S8,2021-06-21,46
S9,2021-06-21,37
S10,2021-06-21,16
S11,2021-06-21,52
S12,2021-06-21,40
S13,2021-06-21,63
S14,2021-06-21,32
S15,2021-06-21,28
S1,2021-06-22,47
S2,2021-06-22,45
S3,2021-06-22,41
S4,2021-06-22,16
S5,2021-06-22,26
S6,2021-06-22,35
S7,2021-06-22,60
S8,2021-06-22,10
S9,2021-06-22,14
S10,2021-06-22,52
S11,2021-06-22,30
S12,2021-06-22,50
S13,2021-06-22,59
S14,2021-06-22,14
S15,2021-06-22,54
S1,2021-06-23,62
S2,2021-06-23,50
S3,2021-06-23,20
S4,2021-06-23,14
S5,2021-06-23,46
S6,2021-06-23,61
S7,2021-06-23,59
S8,2021-06-23,25
S9,2021-06-23,22
S10,2021-06-23,17
S11,2021-06-23,35
S12,2021-06-23,28
S13,2021-06-23,46
S14,2021-06-23,63
S15,2021-06-23,10
S1,2021-06-24,39
S2,2021-06-24,36
S3,2021-06-24,11
S4,2021-06-24,17
S5,2021-06-24,43
S6,2021-06-24,52
S7,2021-06-24,26
S8,2021-06-24,55
S9,2021-06-24,64
S10,2021-06-24,48
S11,2021-06-24,17
S12,2021-06-24,19
S13,2021-06-24,10
S14,2021-06-24,39
S15,2021-06-24,27
S1,2021-06-25,18
S2,2021-06-25,49
S3,2021-06-25,41
S4,2021-06-25,47
S5,2021-06-25,18
S6,2021-06-25,11
S7,2021-06-25,29
S8,2021-06-25,59
S9,2021-06-25,50
S10,2021-06-25,32
S11,2021-06-25,52
S12,2021-06-25,29
S13,2021-06-25,28
S14,2021-06-25,64
S15,2021-06-25,56
S1,2021-06-26,17
S2,2021-06-26,24
S3,2021-06-26,11
S4,2021-06-26,13
S5,2021-06-26,23
S6,2021-06-26,58
S7,2021-06-26,48
S8,2021-06-26,51
S9,2021-06-26,36
S10,2021-06-26,11
S11,2021-06-26,46
S12,2021-06-26,60
S13,2021-06-26,21
S14,2021-06-26,30
S15,2021-06-26,38
S1,2021-06-27,51
S2,2021-06-27,59
S3,2021-06-27,51
S4,2021-06-27,60
S5,2021-06-27,64
S6,2021-06-27,50
S7,2021-06-27,51
S8,2021-06-27,63
S9,2021-06-27,55
S10,2021-06-27,64
S11,2021-06-27,19
S12,2021-06-27,42
S13,2021-06-27,25
S14,2021-06-27,50
S15,2021-06-27,55
S1,2021-06-28,33
S2,2021-06-28,62
S3,2021-06-28,55
S4,2021-06-28,17
S5,2021-06-28,41
S6,2021-06-28,58
S7,2021-06-28,17
S8,2021-06-28,61
S9,2021-06-28,26
S10,2021-06-28,33
S11,2021-06-28,34
S12,2021-06-28,62
S13,2021-06-28,15
S14,2021-06-28,45
S15,2021-06-28,37
S1,2021-06-29,16
S2,2021-06-29,17
S3,2021-06-29,38
S4,2021-06-29,21
S5,2021-06-29,45
S6,2021-06-29,58
S7,2021-06-29,43
S8,2021-06-29,33
S9,2021-06-29,10
S10,2021-06-29,15
S11,2021-06-29,30
S12,2021-06-29,26
S13,2021-06-29,21
S14,2021-06-29,14
S15,2021-06-29,13
S1,2021-06-30,26
S2,2021-06-30,32
S3,2021-06-30,11
S4,2021-06-30,45
S5,2021-06-30,43
S6,2021-06-30,48
S7,2021-06-30,14
S8,2021-06-30,14
S9,2021-06-30,54
S10,2021-06-30,45
S11,2021-06-30,43
S12,2021-06-30,62
S13,2021-06-30,34
S14,2021-06-30,37
S15,2021-06-30,39
S1,2021-07-01,52
S2,2021-07-01,46
S3,2021-07-01,27
S4,2021-07-01,27
S5,2021-07-01,57
S6,2021-07-01,11
S7,2021-07-01,13
S8,2021-07-01,13
S9,2021-07-01,15
S10,2021-07-01,62
S11,2021-07-01,54
S12,2021-07-01,39
S13,2021-07-01,55
S14,2021-07-01,11
S15,2021-07-01,21
S1,2021-07-02,42
S2,2021-07-02,61
S3,2021-07-02,57
S4,2021-07-02,22
S5,2021-07-02,16
S6,2021-07-02,11
S7,2021-07-02,61
S8,2021-07-02,35
S9,2021-07-02,12
S10,2021-07-02,53
S11,2021-07-02,11
S12,2021-07-02,13
S13,2021-07-02,49
S14,2021-07-02,41
S15,2021-07-02,11
S1,2021-07-03,60
S2,2021-07-03,18
S3,2021-07-03,61
S4,2021-07-03,35
S5,2021-07-03,27
S6,2021-07-03,48
S7,2021-07-03,63
S8,2021-07-03,58
S9,2021-07-03,21
S10,2021-07-03,11
S11,2021-07-03,23
S12,2021-07-03,28
S13,2021-07-03,61
S14,2021-07-03,47
S15,2021-07-03,53
S1,2021-07-04,18
S2,2021-07-04,24
S3,2021-07-04,12
S4,2021-07-04,43
S5,2021-07-04,12
S6,2021-07-04,47
S7,2021-07-04,15
S8,2021-07-04,21
S9,2021-07-04,30
S10,2021-07-04,37
S11,2021-07-04,56
S12,2021-07-04,21
S13,2021-07-04,25
S14,2021-07-04,39
S15,2021-07-04,56
S1,2021-07-05,63
S2,2021-07-05,28
S3,2021-07-05,37
S4,2021-07-05,13
S5,2021-07-05,12
S6,2021-07-05,46
S7,2021-07-05,43
S8,2021-07-05,29
S9,2021-07-05,48
S10,2021-07-05,37
S11,2021-07-05,44
S12,2021-07-05,12
S13,2021-07-05,45
S14,2021-07-05,21
S15,2021-07-05,58
S1,2021-07-06,47
S2,2021-07-06,10
S3,2021-07-06,52
S4,2021-07-06,23
S5,2021-07-06,45
S6,2021-07-06,51
S7,2021-07-06,11
S8,2021-07-06,16
S9,2021-07-06,38
S10,2021-07-06,28
S11,2021-07-06,55
S12,2021-07-06,61
S13,2021-07-06,40
S14,2021-07-06,62
S15,2021-07-06,36
S1,2021-07-07,37
S2,2021-07-07,47
S3,2021-07-07,29
S4,2021-07-07,29
S5,2021-07-07,13
S6,2021-07-07,59
S7,2021-07-07,56
S8,2021-07-07,57
S9,2021-07-07,45
S10,2021-07-07,17
S11,2021-07-07,39
S12,2021-07-07,59
S13,2021-07-07,28
S14,2021-07-07,15
S15,2021-07-07,33
S1,2021-07-08,45
S2,2021-07-08,35
S3,2021-07-08,10
S4,2021-07-08,37
S5,2021-07-08,55
S6,2021-07-08,55
S7,2021-07-08,33
S8,2021-07-08,12
S9,2021-07-08,58
S10,2021-07-08,14
S11,2021-07-08,61
S12,2021-07-08,22
S13,2021-07-08,63
S14,2021-07-08,49
S15,2021-07-08,21
S1,2021-07-09,49
S2,2021-07-09,13
S3,2021-07-09,32
S4,2021-07-09,22
S5,2021-07-09,64
S6,2021-07-09,62
S7,2021-07-09,47
S8,2021-07-09,25
S9,2021-07-09,18
S10,2021-07-09,63
S11,2021-07-09,56
S12,2021-07-09,18
S13,2021-07-09,17
S14,2021-07-09,15
S15,2021-07-09,15
S1,2021-07-10,57
S2,2021-07-10,48
S3,2021-07-10,10
S4,2021-07-10,15
S5,2021-07-10,48
S6,2021-07-10,30
S7,2021-07-10,61
S8,2021-07-10,13
S9,2021-07-10,17
S10,2021-07-10,46
S11,2021-07-10,13
S12,2021-07-10,44
S13,2021-07-10,35
S14,2021-07-10,25
S15,2021-07-10,16
S1,2021-07-11,47
S2,2021-07-11,58
S3,2021-07-11,17
S4,2021-07-11,33
S5,2021-07-11,32
S6,2021-07-11,36
S7,2021-07-11,37
S8,2021-07-11,16
S9,2021-07-11,16
S10,2021-07-11,36
S11,2021-07-11,62
S12,2021-07-11,19
S13,2021-07-11,56
S14,2021-07-11,38
S15,2021-07-11,63
S1,2021-07-12,47
S2,2021-07-12,26
S3,2021-07-12,61
S4,2021-07-12,52
S5,2021-07-12,22
S6,2021-07-12,23
S7,2021-07-12,21
S8,2021-07-12,58
S9,2021-07-12,11
S10,2021-07-12,56
S11,2021-07-12,53
S12,2021-07-12,64
S13,2021-07-12,24
S14,2021-07-12,40
S15,2021-07-12,60
S1,2021-07-13,27
S2,2021-07-13,21
S3,2021-07-13,10
S4,2021-07-13,11
S5,2021-07-13,25
S6,2021-07-13,63
S7,2021-07-13,10
S8,2021-07-13,48
S9,2021-07-13,48
S10,2021-07-13,44
